[INFO] Shi-Tomasi + BRIEF on CPU
0.0472374	8	7
0.0480429	7	6
0.0461085	5	4
0.0496828	17	5
0.0485549	10	9
0.0532726	6	5
0.0514306	7	6
0.0453253	12	7
0.0479584	15	10
0.0456949	13	9
0.0483061	28	12
0.0448143	7	9
0.0481223	10	6
0.052632	28	10
0.0476094	7	11
0.045589	10	6
0.0473801	11	7
