[INFO] ORB on CPU
0.283434	30	16
0.239289	30	15
0.243931	30	17
0.238151	30	17
0.231319	30	15
0.253451	30	6
0.24894	30	18
0.2405	30	11
0.226572	30	14
0.21907	30	14
0.237872	30	21
0.229126	30	15
0.241727	30	16
0.243255	30	23
0.243135	30	13
0.230968	30	18
0.229116	30	12
0.214423	30	14
0.210844	30	22
0.220228	30	15
0.243975	30	16
0.247216	30	16
0.234329	30	16
0.243262	30	18
0.250898	30	18
0.240814	30	12
0.246845	30	16
0.251362	30	6
0.237185	30	13
0.224706	30	11
0.20692	30	12
0.215027	30	19
0.226521	30	18
0.244765	30	15
0.250596	30	21
0.243282	30	15
0.222546	30	25
0.208683	30	16
0.223446	30	12
0.223299	30	17
0.223652	30	5
0.226284	30	14
0.229558	30	12
0.226504	30	18
0.203743	30	11
0.19987	30	16
0.22127	30	14
0.227631	30	18
0.224759	30	22
0.228336	30	16
0.23355	30	17
0.230191	30	17
0.233324	30	19
0.229588	30	16
0.220464	30	19
0.227055	30	18
0.221861	30	20
0.231368	30	21
0.232471	30	21
0.23053	30	14
0.233237	30	17
0.229448	30	20
0.237755	30	16
0.234106	30	13
0.234502	30	14
0.235851	30	15
0.233545	30	14
0.227998	30	17
0.224125	30	14
0.219827	30	21
0.224339	30	20
0.229382	30	17
0.232669	30	16
0.233723	30	19
0.230516	30	11
0.228823	30	15
0.230716	30	17
0.238348	30	19
0.229875	30	17
0.236858	30	14
0.233892	30	18
0.231901	30	16
0.223686	30	15
0.243269	30	19
0.240314	30	18
0.246015	30	14
0.260082	30	10
0.219287	30	11
0.233923	30	7
0.235946	30	14
0.22309	30	22
0.242158	30	13
0.249746	30	12
0.242225	30	17
0.2435	30	15
0.236357	30	18
0.225582	30	14
0.238382	30	14
0.241496	30	10
0.238331	30	19
0.218855	30	8
0.25119	30	12
0.228327	30	18
0.225231	30	18
0.218514	30	18
0.228122	30	13
0.239241	30	14
0.249956	30	13
0.256184	30	16
0.253949	30	8
0.254118	30	12
0.264902	30	9
0.242585	30	15
0.242147	30	15
0.262974	30	17
0.254596	30	16
0.257618	30	4
0.256471	30	20
0.251668	30	11
0.251289	30	14
0.244179	30	18
0.242468	30	18
0.240942	30	20
0.255961	30	10
0.260391	30	13
0.258034	30	13
0.254613	30	13
